,textID,text,sentiment,unclean_text_len,unclean_text_word_count
12872,5f5d91eabc,shhhweeeet jay z bros back prom,1,42,6
12873,30c38fa0da,sweet englands becoming lamer lamer since guys left,1,63,11
12874,2a13c263b4,happy mothers day,2,26,4
12875,7f1d2525ba,work fine far know shrug maybe send tweet,1,70,15
12876,9ab90ac450,high five fans finally write fancy news post shortly wanted get mod asap,2,135,27
12877,46ca732ac4,hmm judge book looking cover,1,51,10
12878,42c51af9ad,yummy chocolate cake wish even got one b day anybody listening,2,79,12
12879,be89d69b8f,hubby snoring still love,1,39,8
12880,6d2cc126e0,great interview videos favorite youtube,2,56,9
12881,0532fd94e7,found leave lovely flat waiting hours plumber still job news good day,1,124,26
12882,5f2c569776,mikey bored,0,15,3
12883,fe31e2ee51,ya could hit aim cause mad bored nuttin,0,66,17
12884,c64dec7448,quitsmokingdiary weeks tomorrow since giving yaaaaaayy dont want talk,2,110,16
12885,d0db23ab78,already crazy morning,1,50,10
12886,a5e5a0a304,sephora sale broke life fair,0,68,14
12887,0e8673a9ac,wish,0,29,8
12888,8dfe171cfe,finally made jp licks coolidge corner oreo soft serve http twitpic com 4w9pe,2,98,15
12889,c46ff87273,hello life side screen,1,62,12
12890,32b4a2e2ae,going crazy pain unbearable gotta wait till thursday,0,67,11
12891,1e8fe80d40,made parents add u guys family myspace impressed song,2,86,16
12892,90e05e4626,received excellent birthday presents party usual success,2,74,11
12893,4044f7e33d,nothin better ridin car sister blasting th cb lady gaga loud cant hear screamin lyrics,2,137,26
12894,16e4be5a1e,early wishes could sleep today,2,53,12
12895,c191ad4ddd,took ic photo looks good http tweet sg,2,51,8
12896,90e83b1142,would know phone,1,57,13
12897,c1ca9236b0,aww man arrived guide less,1,36,5
12898,02cfbffb94,,1,7,2
12899,b87171a4f1,tweep tweep haha,1,16,3
12900,6df42eca8b,anyone update photowalkingutah google calendar photowalks looks like missed,1,104,15
12901,8c044b57aa,ahh thats go year old fact good old radio one exams tomorrow,2,96,20
12902,93d46ca978,one week really mean joke played,0,91,20
12903,038dc1dce1,hear sister,1,34,6
12904,66f49ba7d6,soooooooooo win powerball jackpot impose formidable upon weather,2,88,13
12905,20486c94d2,u bring like team,1,56,12
12906,09d13c20bf,get better,2,24,5
12907,6705942f3d,hate,0,21,5
12908,2ef8eee713,love mom best mom planet,2,48,11
12909,ba6f4944cd,inthebattle really cute one favorites,2,51,9
12910,6187121db2,def rubbish tonight,0,24,4
12911,a190e27094,expected silverlight content vine site http www vine net default aspx realized reach flash lol,1,120,17
12912,c4237b9f01,ok im jealous wish bed,1,37,8
12913,bbd9008d6d,bucher class cried,0,33,6
12914,196a880f90,im going inlaws tonight hopefully new niece needs kids inlaws,2,124,24
12915,f23981aaba,struggling today nola woke running sleep,0,72,13
12916,49fdfc3d3b,agrees,1,8,1
12917,da3ec8cf49,loves new twitter background two heros wichita kraussey haha,2,76,10
12918,a8227753df,ahh yes obligations vampire kept away twitter back try update much possible lost donor,0,134,27
12919,d614edff9e,would afraid got two left feet,0,43,10
12920,acdf2a77d4,heyyy tweet go shouts bc lists always amazing,2,72,13
12921,bdef20bbcd,open office writer weird need word open word documents correctly,0,75,13
12922,85453272a9,recommended net guess since bought something featured hopefully brings business,2,121,20
12923,42bcc63043,going bed busy day tomorrow happy mother day madre te amo,2,67,11
12924,a1975f51a0,haha convinced great,2,43,8
12925,bc441d9460,lesson finally done tomorrow morning looking forward speaking high schoolers dating,2,113,20
12926,653cf8e5a6,got home partyyyy good time wait birthday days,2,85,18
12927,2de1730b7a,ate chipolte ate usually ew full content full ew full,1,104,20
12928,0f8195c613,talking today oh godness problems problems problems love money math parents enough,0,135,18
12929,e0ab38d130,almost done first day spa missed place headed fort collins close casa de kent,1,118,23
12930,419017abe3,low point poor pigeon outside building capable flying wandering sidewalk sad,0,126,23
12931,d86c27f2c4,yeah tragic need haircut,0,36,7
12932,7ca6bfaf9b,wishing laying side comfortable position tired laying,0,84,15
12933,2553d377c0,hate pc,0,9,3
12934,c6e33aba8f,http twitpic com 4jbba ohhh someone likes play food heehee,2,81,11
12935,cf68fcbbce,cool,1,10,2
12936,9dd2edd0fd,actually starting quite like lily allen music honest,2,75,14
12937,6d3447041e,great forced miss leave work,1,94,22
12938,a60a993e5d,like,2,12,3
12939,07c231cf30,refusing accept us holiday heading woodies longboard diner um hove,0,101,18
12940,411eb100ac,success much grumbling abt always waste money useless gifts mum sees ipod nano loves,1,113,21
12941,7b1ecda317,adam samberg new moon trailor good evening bad cable friday,0,85,18
12942,ab56a23211,woke early dang man know going back sleep,1,59,13
12943,856f20c8f2,hearing susan boyle sing came beautiful person ever seen feel bad first impression though,1,129,24
12944,5ff21f0b2a,watched star trek well done think see wants join,2,106,23
12945,e9ad937f82,mcfly lol nah course get dvd first since already ordered sign bebo tuesday lol,1,132,26
12946,d60b07133a,u watch hills london u realise tourture weeks weeks late watch itonlinelol,0,126,24
12947,59c0bf2096,two loads moving crew done started 7am done day bad ac work new place oh life,0,137,29
12948,983fd7ffdc,yeah sad,0,15,3
12949,7002f9a75a,diego know lo ame jack,1,28,7
12950,eab1c2c64e,congratulations keep us posted things go,2,52,7
12951,31dbee3a36,pretty good kind depressing though,1,52,10
12952,8028a5506f,everybody awake well everybody u know mean friends haha fun aiming,2,108,20
12953,dc3d5910c6,great night,2,20,4
12954,f3092d273b,heyy im feeling good cuz wat happened yesterday car accdentt,0,79,15
12955,ad2b0dc14e,well lol,1,18,4
12956,a6ffb4470a,waiting cue kenny,1,28,6
12957,1a38d972aa,oh godddd coughed little bit taco,0,43,10
12958,c7d2a2e3ad,http twitpic com 4jeij new forest hoping walk would lose pounds,2,79,12
12959,f8870c7853,yep think might made decision go head first may witnessing historical moment real talk,1,125,23
12960,0ba49d0613,ran hair first spiderweb full baby spiders almost set hair fire get rid almost,1,118,23
12961,b6e52ad878,unfortunately purpose itunes shuffle followed dreadzone life ruin music trauma,0,127,21
12962,bbce3d9a60,mmmm macrina bakery,1,35,5
12963,558d4976d1,got haircut happy,0,30,6
12964,f191893c0e,already misses dunhams,0,27,4
12965,7d6fb79fe0,laughed today hopeful things,0,61,11
12966,9eb939eeb8,cakes sure look good took one ok ummm good tks,2,73,15
12967,837f54ace3,amazing time,1,30,6
12968,c277d11dbf,wow awesome review carry everywhere laminate read plain cool,2,111,19
12969,df409d4a7f,listening sweet talk cute aim considering taking gameboy color miss chiptune,0,122,23
12970,b44ef2a058,watching mens volleyball tv reason good womens beach volleyball cant quite place,0,114,20
12971,247091d3d7,man without v presence minute feel like lil kid momma,1,88,18
12972,22a87f2ca8,hello im back andim drunk much asi love friends hate unintentionally make feel inadequate ineedhelp,1,125,19
12973,5b50cd74d1,welcome wonderful day stayin outta trouble ready crash party lol,2,122,23
12974,45e1645f36,millenia mom think category,1,46,9
12975,dc31af2e1a,sounds like great way start mothers day enjoy day,2,64,13
12976,50356857dc,sooo waking way back sb good night america,2,71,16
12977,a088ac278e,love guys get australia december birthday,2,76,14
12978,3c5b1da345,really fancy frappuccino starbucks right,2,53,9
12979,49e7efba0b,sad economy heard another friend losing job sad reminder,0,103,19
12980,d3e172c552,ok thunder scaring,0,28,6
12981,5c59ecc527,least next year big wide world,1,63,14
12982,880447db22,love read love film making,2,39,9
12983,1901e9260a,hate tweetdeck reaches access limits,0,46,8
12984,7b21362baa,next weeks exam wise awful exams see adequately revise care least,0,136,28
12985,4662397ac7,haha ashley tisdale,1,31,6
12986,24b6dfdc81,dang miss goodnight,0,26,5
12987,6e1811ea29,today better panda eally cheer dont know happy like legit happy,2,96,20
12988,7cf11911b0,2229 time,1,28,6
12989,e766412834,tummy hurts blame last night chinese food,0,50,9
12990,c280ab00dd,glad nice gray skies rainy wisconsin,2,56,10
12991,91e443c518,mmmm yes please,1,17,3
12992,afe06bd420,forwarded email cool science event canberra friend thought sydney trekked wrong place,0,133,26
12993,9a6ae559aa,ah finished making tea tomorrow night,1,46,8
12994,c686989fce,one moment woke,1,56,12
12995,791899e5b8,look choke talks,1,41,9
12996,a3e2f42745,themovie get writing halloween interview w danielle harris darn late contest,0,123,22
12997,a3a881391a,slept missed bus train delayed stop stop late work heelllll,0,90,16
12998,4144be9cd2,keep getting pet days heard weekend fab wedding soon,2,92,20
12999,b47524feba,happy mother day,2,21,3
13000,d5e30eba9d,law attraction assembly action required u asked enter medical school u still need fill application,1,132,24
13001,e301efe3ee,actually drove today incidents report quote ice cube today good day,2,92,20
13002,fe3ce23064,conference call arranged 30pm today blew leaving early window,1,83,14
13003,a602a8ad31,want another shake ritas badly,0,38,6
13004,b94dcbcab7,sara sitting bus dublin listen tokio hotel reden must laugh know,2,97,17
13005,35bb52e072,days text messages month,1,35,8
13006,8863ca69b7,need coffee b0ut2get ready2start new day lie,1,65,11
13007,a194c3ba39,fat sad puffyn,0,28,7
13008,2f4647bf36,sadly robot songs library,0,36,7
13009,4c72374608,good luck still get wireless working post it6,2,58,11
13010,d478a9419c,earthlink says modem dead want buy new one sign one year contract argh,0,107,23
13011,085850ff7f,yes imagine need morning coffee otherwise cannot function good relaxing sunday,1,106,19
13012,092613bcc7,come add new twitter fans,1,41,8
13013,dc4bd0bd4d,currently costa coffee im liking place sat business lounge ooo businessy today,2,121,21
13014,e609756d4c,last night sucked many bad dreams spiders rogue octupi,0,71,12
13015,a6204153cb,gal course cough mean hours extra testing debugging time,1,78,14
13016,ff68d28c4d,would fun soooo tired yesterday long day office dinner crashed,0,114,21
13017,863ae1d0dc,http twitpic com 4visl wow looks incredible wicked job butterflies fantastic,2,104,13
13018,3819735b05,omg taylors london near scotland please come visit glasgow,2,70,11
13019,91c1124c67,want hear something funny radio right,2,67,13
13020,dd9b29bc86,agree like new pic,2,32,8
13021,eaa0b85855,yay st louis traffic,1,24,5
13022,d91d188d29,yeah daw awww wear mask na,1,35,7
13023,2d710a2cca,seems grandmother found way break pipe house going go fix blur woman,0,128,29
13024,920bc518e4,blow away raining harder yay well done,1,59,12
13025,68c94de08a,boo got rained beach,0,36,8
13026,0f603e7928,drinking lemsip cause apaently need ittt im sick,1,55,10
13027,4bfd1b8cc9,watching season episode house bed great bedtime story,2,78,14
13028,473177eb6e,would awesome think hate expensive phones,1,63,12
13029,2deb9b910d,masson give link quite handy,2,48,9
13030,816217658d,try thinking something calm peaceful relaxing beach,2,78,14
13031,7a67129242,10807 watching 4th harry potter movieee,1,48,8
13032,b98b46881d,step step leaving behind,1,38,6
13033,0720c6dc0e,thought cavs would crush magic come home north realize wrong,0,101,22
13034,5e519bfc9e,based similarity may 4th may force today star wars day,1,120,24
13035,55556d4cb4,exciting week,2,20,4
13036,ff7f6efe91,hey thank x welcome must say love travel moment x,2,101,21
13037,733afd2d19,ran mile mcdonalds ran mile back would burn double sausage egg mcmuffin lol,1,110,23
13038,9e54f296ed,http twitpic com 676hz raining chocolate world,1,67,10
13039,ff396ed255,smell pancakes maybe toast something delicious one place cooking,1,102,18
13040,0009df8104,come cold days ago wicked nice feel like need winter coat back,1,110,25
13041,06e9a74ff7,gutted isnt going tonight,0,36,7
13042,2593a33505,wikileaks geht wieder super wikileaks online,2,47,6
13043,5802b869df,three hours hair still straight,0,64,14
13044,f043c14a94,could post link internet version times read pllleeeaaassseeeeee,1,105,19
13045,478a86ef47,want real keys back,1,24,6
13046,c5ba7bd4e5,cause theres party,1,22,4
13047,7a2a426854,quiet twitterland 2day,1,34,6
13048,69f0d6734c,friday night working,1,24,4
13049,880268481d,chloe yes youtube may 7th made feel 100x better halarious,2,96,18
13050,8344e1be1c,way home prom fun,2,34,8
13051,c3ddc5712d,eagle ship japan,1,38,8
13052,0344ef685a,fully yelled saying dnt fcking stupid grow stop band throws remote thnks love u2,0,132,26
13053,f2b2f8d3a5,live live dj jayem b2b e r click http www krisisdnb com listen asx,1,82,11
13054,0ddd2cd19c,lol haha fresh death lol ha ha love miss u id almost given 12 u cuz u nvr respond 2me u today luv u2,1,126,31
13055,3ba1cc1e35,sorry hear parvo good vibes comming way,1,73,16
13056,4c40b12e6f,im twitter mobile confusin lol im knda slow,1,53,9
13057,7e786a811c,oh makes sense well officially first celebrity,2,74,13
13058,2bd4f0bd2d,wanting go apparently ones available,1,50,8
13059,4c96ec71ec,gloomy day stop bliss hope ronaldo score derby match today,2,80,15
13060,bae95611dd,woo hoo time play name twune,1,45,9
13061,ac65050fe7,thank sana matanggap ako http plurk com p x1yts,2,57,7
13062,124848e01c,nearly fell asleep jolted bed massive panic attack sure sleep,0,115,25
13063,d990d404e7,wow drank drink water ice cubes took ages melt brian freeze,0,96,22
13064,272ec1154a,ya know today sucks raining possibility magic friday whats goin tonight,0,121,24
13065,cad66369cd,cant believe closing 2moro ive never chance see show good luck everyone stars,1,124,26
13066,c949e571d6,really degrees high way work hagg lake tomorrow going especially bomb sauce,0,118,23
13067,9d76437643,hell lot say complain theese days help case,0,120,25
13068,4d5ef22c84,nice big bed ipod play soft music flowin sooooon fancys dream land,2,95,15
13069,e47fb0bfe5,stupid freshmen ruined theatre class get play warm games rest school year,0,109,20
13070,30e84b01a0,k good question could,1,29,5
13071,db5466d7e4,p9 danica team end world hopes great race,1,91,20
13072,1f135109a0,hopefully today work favor,2,38,7
13073,27ec20d3bd,good day work lots sales boss foot nice person dont like boss bugging,1,121,26
13074,bb2ef8a121,pictures bliss jpeg format sorry message board terminology u play w us boards,0,116,20
13075,85e3c700a5,last tonight show jay leno tonight,1,40,7
13076,d2ad2322d7,still feeling blah gave biiiiig dose insulin needed hours ago take last exam junior year,0,136,28
13077,6bf7352726,hear tonight last jleno show,1,37,8
13078,10369e7692,watching downstairs getting ready bed piano morning,1,74,12
13079,ff33392302,mind calm heart happy life good would ok took breath away,1,99,24
13080,c162ce503d,homeless afterjune 1st,0,29,3
13081,fd2ecc50af,haz beer oh wait work,1,45,10
13082,a8a465c84c,love thy self keep simple learn tai chi aims today beat ankle less swollen negotiation vacation,2,136,27
13083,b1c49a4341,finished lunch,1,17,3
13084,98c9ef21a5,dream last night singing first avid dream crooning away,0,86,17
13085,77eaf22060,going grandpa place lunch celebrate 88th found changed chinese buffet bringing gas x,1,127,22
13086,72d81ce60e,heyyhoo heyhey,1,16,1
13087,287cf431e0,ooh like planning spending night well,1,61,12
13088,8bc35569b5,let,1,10,3
13089,0b7105a842,chillin christina diana,2,32,5
13090,d79e5b976c,trued rim getting good,2,43,9
13091,aa29d2ede2,know loved,2,21,5
13092,ff25d1e40c,omg rated stars,1,19,4
13093,a6e87cf811,cat fell bed lmfao bless got fright,1,68,15
13094,31684403d9,try thanks,2,22,4
13095,4cda1699cf,interesting day yesterday wondering today crazy hope still diggin spartacus aka mike e,2,133,21
13096,45f1ff4386,last blog http blog spiritualsmarts com published web digest weekly next issue,1,108,13
13097,b0658f9706,babysitting tonight miss kid,0,41,7
13098,436c661f77,told would sweep haha p,2,36,7
13099,e2f9746b56,follow u lol,1,15,4
13100,77b846466c,happy help,2,14,3
13101,ab2be62677,riding time dismal rainy weeks able make go gym instead,0,121,23
13102,336d2bfa0c,macbook dying switching iphone,0,35,5
13103,92b8c229de,oddo grandfather passed away sleep,0,47,8
13104,4344d93893,going texas days eeekkkk,1,48,10
13105,ff86f90958,ow hurts,0,11,3
13106,4631068d01,none thoughts make sense sober,0,53,11
13107,8a1c1fc271,cool looking forward san francisco really nice make napa though maybe next time,2,106,18
13108,dfe69f5bfa,time take astronomy test,1,30,6
13109,4841c80d3c,go last theater lunch im gonna cry,0,51,11
13110,8bd924b817,still thinking fkc meal missed yesterday,0,60,10
13111,30fd803463,feeling breathing believing keeping mind never ever gonna think let go,1,96,17
13112,f50757f5f5,bummer going try make commitments afraid got way next time hopefully,1,108,19
13113,6e1004a856,kind help need machine embroidery may bea able help,2,79,16
13114,355bf6107f,twitter tweet tweet,1,43,9
13115,3dc5d762fe,britain got good weather wish,2,66,13
13116,d3889fedf4,really sure need deposit save money,0,53,10
13117,daaac85146,awww,2,7,1
13118,f8f1aa0bf9,lost link sent pull battery,0,61,14
13119,3588aac106,goodmorning hope everyone beautiful day today x,2,55,9
13120,e3f4309bb2,english well parts weather obsession,1,64,11
13121,7e3753c9f1,bunuelos huge hit skip shopping afterwards let see kind trouble get,1,122,24
13122,9713d517c4,watching missy elliot video collection sad told looked like high school,0,103,19
13123,7a659d6f9c,love,2,12,3
13124,e68247e3f8,thanks shout might right starving thing little lol,2,93,14
13125,814f378242,trudy burnet one north one goes,1,58,11
13126,c3dd06845f,relaxing time movie treats,2,42,7
13127,08cd174cde,near,1,19,4
13128,95e24ff91a,ie8 nearing according stats ff adoption rate amazes,2,71,13
13129,0c89c6fa08,hey call week gotta go hang could use de stress,1,82,16
13130,36c99e25a4,changed mind dammit tsar change mind time without prior notice,0,90,18
13131,b577fb522c,frank black wifey show aaaaaaaaaamazing sd trip made,2,75,13
13132,07367e1735,internet like 9th grade fast dieing,0,58,12
13133,57d5a2522b,pages done eclipse,1,36,7
13134,ba29930e58,playing machines actinggg,1,28,4
13135,264cd5277f,tired really exciting saturday oh well hope better tomorrow,1,87,14
13136,06e5249859,woo hoo congratulations,2,26,3
13137,547dd32f1f,day going way fast,1,28,7
13138,8faa40f92c,hey whats u like new episode jonas,1,51,11
13139,6e021c9bb6,would love slice summer piper lemonade stand think could jump trampoline,2,114,22
13140,2b78d670bd,words perfect run right,2,38,7
13141,7f39d87f24,powerdvd want play pushing daisies dvd want screenies make icons copy protection gone bonkers,1,125,21
13142,7ad7ac7860,coleman looks little fried fun paul,2,77,15
13143,1c0099cd17,yes change name settings,1,45,8
13144,72c4a3023e,getting excited weekend hang going alone never mind excitement lost,1,110,19
13145,1850ef0ecf,sick seem like getting better,0,51,10
13146,408c9dcda6,sold stores think,1,39,9
13147,79a3f22848,cont right fake btches shouldnt mess real ones ahhh love real btches excite,2,111,21
13148,cf167e5f67,head hurts beyond much,0,26,5
13149,78e5e33dff,really cuz kc com said releasd n main station even hav,1,88,17
13150,a27b18cc35,work really slow beautiful day friday,2,57,12
13151,93f3afd4b0,thank sister,2,19,3
13152,e5e80b8bd3,lucky winter coming us,2,31,6
13153,db66864b40,sister suppose meeting today birmingham please reschedule,1,92,15
13154,83508cf4db,wellity think ima gonna clean room need read good book sense sensibility come beat lily,2,132,27
13155,3f3f46a958,nah single person posts tweets day hard cope android phone unable filter,0,124,26
13156,247e9c28a5,haha happy star wars day may 4th clever,2,61,13
13157,00acd20ae5,dont see u see listed cause dont,1,56,14
13158,9c95541d32,wish dallas kiddnation family,1,49,10
13159,db103c86f6,please please please please let match cancelled today please,2,67,11
13160,58c50a1df5,tryin figure direct message gettin frustrated,0,66,12
13161,023adc9806,way see star trek,1,26,7
13162,21891105a4,home alone much,1,33,8
13163,da87056eef,cereal doesnt come toys anymore jus thinkin buyin wrong kinds say aint mo,1,106,21
13164,74b274ee2a,sunburned venice watching fred claus excitement,2,66,8
13165,9af20a2f7a,happy mothers day,2,20,3
13166,e9cbfb655f,kristen miss,0,18,4
13167,67a4d22602,darts lunch horse brass beer http bmap us,1,73,12
13168,0f99e47e00,put computer craigslist case monitor speakers years,1,104,20
13169,db1013d3f0,melbourne sounds good say hi run always always coffee,2,94,17
13170,1f76630275,lol year born lol,1,46,11
13171,1948c92d6c,miss rich,0,11,3
13172,560cb87547,know today amazing weather sitting great,1,74,13
13173,f583e73557,think like http bit ly lzrpc,2,46,7
13174,7f9dbe3552,hello new maccy welcome new home,1,41,8
13175,2337674f00,make queef,1,31,7
13176,f96c93fce6,sorryyyyyy home fast possible meeting,0,70,13
13177,d3d7a456da,properly dragged week,0,50,10
13178,73a5038aa9,radiator boiled,1,22,4
13179,702a8535a5,makes sense totally show girlfriend asking wear high school prom dress,2,96,18
13180,7563ea2e16,burgers found new old camera play though excellent,2,82,15
13181,3c935f2992,happy see kurt spin,2,23,5
13182,b76808d5e7,know probs driving bit always gets time ac year bit sea going aber,1,121,27
13183,a1b0cad04b,dire need second job hear anything nightlife food service please please please think,2,119,24
13184,b8395c7829,done time finally start shuting,1,45,8
13185,f8ae37a238,oh girl get baby going bed 7pm,1,44,10
13186,3756c05ba5,currency dropping like nobodies business good time going overseas http gd jsgl,0,104,16
13187,07cb7a9892,going head bed finally goodnight hopefully dreams consist ravishing things zachary quinto,2,124,19
13188,c74dbd622d,l got excited thought exhibit sydney,0,72,15
13189,84eea3d90e,sleepy time happy mothers day current future moms around globe,2,76,13
13190,fd606c4473,day like,1,22,5
13191,86f53609e6,traffic backed inbound lincoln tunnel,1,40,6
13192,07c5d24863,haavent read paper yet magic loss get watch game last night know lost,0,121,26
13193,c689ec769e,graphic design making business card im twitter,1,68,10
13194,deeb5893dd,thank proving point,2,34,7
13195,37883d5281,glad got cleared lah idk linda hates though,1,78,16
13196,786fa2a9f1,adam lambert rocks must win american idol,2,48,8
13197,b6ddf12ad0,yay finished journal gonna go sleep church tomorrow yay forget mothers day,2,98,16
13198,fe1e2223ad,eating oreos milk,1,21,4
13199,f60cc80060,gonna miss eddy half country apart,0,51,10
13200,0cda12f19c,twitter sooo quiet today,1,27,5
13201,b40979e8da,fix bike chain way work arrived filthy bloody mess lovely weather though,0,97,17
13202,664b580283,texted hope know favorite,2,58,13
13203,5e6e577a2f,ok twitter show,1,40,9
13204,1c626211af,field day gt class winning,1,39,5
13205,0a01e66822,morning looking forward nice bbq today everyone follow please,2,80,13
13206,9892bfc39c,indeed made life,2,34,7
13207,6b9213581e,stress mood,0,21,5
13208,5ead1b613e,long goin sprints,1,39,8
13209,3587b03d9f,phone,1,20,4
13210,9a050eed90,much blipping lately get onto,1,59,11
13211,2c95f382ea,hot done late spring cleaning settle book barely read left glasses mums,0,123,25
13212,9ee6653c95,ew used get suicides high school mix like sodas together drink think remember enjoying,2,127,25
13213,5eabab6cef,wish could enjoy girls day,2,46,10
13214,0c31be4269,platypuses mammals lay eggs,1,50,9
13215,014a8f6298,miss lucky edmontonians,0,46,7
13216,757b11e355,wow shabu himym really feels comforting,2,51,8
13217,046fda6a5c,cleaning house,1,18,3
13218,98cfc15583,hot w unknown followers got quite clue following,2,117,23
13219,c0956d1cff,woohoo nothing says hot date night squeegee lol watching dora noggin 2yr girl hubs work,2,125,24
13220,ff6caae485,darn keep forgetting darn dm,0,70,13
13221,771f712a69,listening music feeling kind,0,41,6
13222,69a5d716fc,nice yo live buddy,2,33,7
13223,c7edda93d8,thank good sir surprisingly good afternoon productive,2,79,13
13224,050e393833,hey anymore back,1,32,6
13225,1c7a23148b,could bought vespa amount money spent,1,66,14
13226,eea38eb311,learning jerk stanky leg sunset cliffs headlights spotlight colorado fam,1,97,16
13227,d0ecfc8c28,guys absolutely amazing tonight always thanks always bringing dance party,2,99,15
13228,d4fe653622,http twitpic com 4jjy9 morning view back deck,1,63,9
13229,d13e2db603,anh hmm tasty going curry rice peas probably,2,66,12
13230,5bea5b6af8,early morning golf sunny day,1,33,7
13231,bdade388fc,enjoying cold raininy boston day think new metal back like getting wet,0,100,18
13232,16be528f5c,lala little girl love new songs ii 12 answered u love freaky twitter guys,2,114,21
13233,29a2921b23,hangover today,1,14,2
13234,a8a1392eac,haha playing fall boy bar full older people need educate,1,86,18
13235,05a786586b,fact apparently first follower um embarrassed,1,88,15
13236,52ad73ae70,finally back dinner party fun alice wine proposed getting married next week may 15th,2,128,23
13237,a809948ab6,watching steel magnolias going bed babysit one tomorrow give mommy gift night peace love jonas,2,134,22
13238,0dffcf014e,thank hope turns top week,2,68,16
13239,f30fea417f,get fired hugs,1,27,5
13240,4a7c71fcd1,naplan testing tuesday wednesday thursday afraid maths one english much,0,99,16
13241,efaac7b587,bored homework done master program friday nite wit nutin,0,97,20
13242,212b7233bd,bif come far enough south,1,47,9
13243,654c87ea8b,well normal drive mexico dairy queens,0,121,25
13244,833bcfd021,slept entirely long nap long enough time,1,74,16
13245,a857376f18,found exit take thanks,2,34,7
13246,4df273b7be,thanks recommendation following,2,60,10
13247,735d139140,rest day,1,30,6
13248,986afda3ac,missing tampa,0,16,3
13249,3e8e75fce1,http twitpic com 4jcxr meann look found lol,1,65,11
13250,18cbe775c3,dreamer wow still gotten,1,44,7
13251,0cc5e8f100,dollarama wish new job,2,42,11
13252,e74a24c3a1,ouch picking nose count,0,36,6
13253,f2e213b4f8,tgif like hour workdays need stand run around much sitting plus honest ade tea 2day yay,0,138,28
13254,922c2d7adf,wow believe monday already hope everyone well today,2,78,14
13255,4d2cebb56d,hoping day gets better,2,30,6
13256,e383e75065,car broke time start looking getting another one thing another,0,97,18
13257,4da1ff6cb1,garden attacked bugs came inside,1,73,16
13258,f7d14b60cf,sorry guys drop trip personal commitments,0,76,14
13259,bc21202d07,soooo sleepy gotta finish game lol gettt cavs whoop whoop,1,76,13
13260,32ed1c1560,boo sleep saying hi random people,0,52,10
13261,1b022603d4,bout go bed happy mother day ladies especially th 1s takin care thier kids alone n love u momma,2,125,25
13262,0b8865758f,looking new beard fell window bright green ones time,1,103,22
13263,12cfa5be55,feeling better something tummy,2,56,11
13264,1d2ac90e3b,juz donated books mags charity feel good gave good workout heavy lifting,2,115,23
13265,c8cffb8858,month ahaha dunno go tomorrow lmao cause went today freakin filipino parents aha,1,102,20
13266,e6743c4cc8,thumb hurts breaking nail,0,42,7
13267,ef2d5c0d36,yea say something great hear ukrainian,2,71,13
13268,791efe0b6f,awww thank welcome lol,2,39,7
13269,faaf89e7d6,drank sly asking know,0,85,18
13270,2607c2b4dc,said til later enjoy day everyone,2,59,11
13271,0440e95ebe,going disney world lucky,2,37,7
13272,2756df3899,feel useless know right bored,0,62,14
13273,8fad6df5db,ugh cramps hot,0,24,5
13274,aaa007967b,getting ready graduation party id much rather hello marquee dane cook,0,95,16
13275,5dfb1976ac,yeah suppose,1,18,3
13276,328c362a0b,think come back brisbane australia loved,2,73,14
13277,d8ac4aef96,watching firepro0f,1,27,3
13278,2b01dc93ac,time halo3,1,26,5
13279,8bb2ea067c,hate snood lol sorrry dont know people play,0,59,12
13280,a4ef9816c2,educator thanks photos look great comment asap,2,60,10
13281,1603b52ea8,would done legless stillborn spaniels idea sad 20yrs later strawberries dead puppies,0,129,23
13282,8bf982f686,hand hurts,0,10,2
13283,91d7c89001,best bike best guy love ducati sound think iti 12 unnecessary ask ride isni 12 nice vid,2,128,25
13284,29f13a97d9,screw goin back bed ill go tomorrow kinda sad,0,62,11
13285,38aebd34c0,okay seriously bored nothing go cause raining,0,82,16
13286,0f85b260b4,good night peeps give mom greatest love,2,70,13
13287,ecb78a5f8b,john present ever even online edumedia09,1,56,9
13288,0509d83231,dang voice wont came snots covering tissues dangit hate flu,0,92,18
13289,cf6ded5fbf,ecaytrade people said come stuff bugs people show,1,98,18
13290,63446bccbb,watching killers jr awesome late though cut programme mid song twas favourite,1,123,22
13291,8764260785,tiffany already ten minutes late reading flowers attic late breakfast starbucks listening waking vegas,1,132,21
13292,7e9a48bd04,get airbrushed soon put dress messed little eerrrr,1,93,20
13293,09a0ae9f66,weekend also great two friends julia four days,2,78,14
13294,23fd1f9701,one days pray get better,2,54,11
13295,ac76d54cd6,hmm okayy im really sorry hear thikn would done,0,92,19
13296,ef40dcc74d,done classes packing atlanits hope miley,1,69,12
13297,bdf3c84851,days all4web still tired,0,40,7
13298,2172152f9d,study later guys,1,25,5
13299,979e018ac6,parts starting feel effects tanning,0,60,12
13300,3f54f9549f,ichigo good ping pooping outside used fact sister lonely puppy,0,110,20
13301,5d1568384c,ahh gtg pls help number come back later see u said haha plz thank u,2,102,24
13302,add3a63b8a,bed able sleep bloody bipolar,0,44,9
13303,6c2933ee06,havent got mine yet u get,1,44,10
13304,49c7c9c6e2,today dan bought bio dome reality bites soundtrack needless say gets mayjah points also tummy happy boo,0,136,25
13305,3955969d69,order pizza pizza girl sing love new song excited new song jb paranoid days,2,134,28
